sentence_id	token_id	token	surprisal
7	4	into	8.17035
7	5	the	1.734
7	6	dark	7.68226
7	7	cell	10.5614
7	8	tried	10.7585
7	9	to	0.339636
7	10	escape	6.80407
7	11	but	12.3798
7	12	failed	8.35185
8	1	The	1.73983
8	2	convict	15.4632
8	3	who	12.3441
8	4	was	3.14579
8	5	taken	6.70704
8	6	into	3.8633
8	7	the	1.7264
8	8	dark	6.61143
8	9	cell	10.7784
8	10	tried	14.3737
8	11	to	1.35127
8	12	escape	6.4986
8	13	but	11.6046
8	14	failed	12.3978
9	1	The	1.81513
9	2	prisoners	14.2703
9	3	hit	8.21405
9	4	for	5.12632
9	5	hours	8.91239
9	6	and	2.62796
9	7	hours	10.0956
9	8	confessed	15.5888
9	9	to	1.49664
9	10	crimes	11.0593
9	11	they	5.22161
9	12	never	8.4514
9	13	committed	8.28262
10	1	The	1.97707
10	2	prisoners	14.385
10	3	who	13.0088
10	4	were	7.28299
10	5	hit	7.84692
10	6	for	4.9207
10	7	hours	7.85097
10	8	and	3.15136
10	9	hours	9.62623
10	10	confessed	13.8231
10	11	to	0.457228
10	12	crimes	10.779
10	13	they	11.0977
10	14	never	8.90887
10	15	committed	10.1034
11	1	The	1.65326
11	2	prisoners	14.3431
11	3	beaten	12.4408
11	4	for	4.43643
11	5	hours	8.8232
11	6	and	3.80828
11	7	hours	8.85219
11	8	confessed	13.5802
11	9	to	0.128087
11	10	crimes	10.4541
11	11	they	4.75172
11	12	never	7.24146
11	13	committed	8.75625
12	1	The	1.85456
12	2	prisoners	14.363
12	3	who	13.2577
12	4	were	4.23004
12	5	beaten	9.50014
12	6	for	4.42579
12	7	hours	8.12612
12	8	and	4.25748
12	9	hours	8.59191
12	10	confessed	13.7013
12	11	to	0.117203
12	12	crimes	10.3861
12	13	they	14.7686
12	14	never	9.15357
12	15	committed	8.66134
13	1	The	1.58077
13	2	business	8.17713
13	3	expanded	8.7653
13	4	into	5.18507
13	5	an	3.86126
13	6	empire	16.324
13	7	was	5.11456
13	8	sold	3.69308
13	9	for	2.33817
13	10	billions	8.77025
13	11	of	0.096892
13	12	dollars	2.27146
14	1	The	1.71818
14	2	business	8.18602
14	3	that	4.2633
14	4	was	3.36976
14	5	expanded	8.57663
14	6	into	4.60264
14	7	an	4.47817
14	8	empire	15.4806
14	9	was	2.3507
14	10	sold	4.61289
14	11	for	2.50343
14	12	billions	8.48819
14	13	of	0.13045
14	14	dollars	1.9197
15	1	The	1.73132
15	2	business	8.10811
15	3	grown	15.0498
15	4	into	4.25936
15	5	an	4.95553
15	6	empire	16.2647
15	7	was	2.7468
15	8	sold	3.74685
15	9	for	2.46851
15	10	billions	9.01725
15	11	of	0.110954
15	12	dollars	2.03704
16	1	The	2.00572
16	2	business	8.00628
16	3	that	12.6086
16	4	was	5.76818
16	5	grown	7.90966
16	6	into	5.07367
16	7	an	4.0661
16	8	empire	17.5853
16	9	was	12.5498
16	10	sold	5.97334
16	11	for	2.78993
16	12	billions	9.05423
16	13	of	0.191625
16	14	dollars	2.09941
17	1	The	1.70406
17	2	mice	13.2009
17	3	consumed	10.2546
17	4	rapidly	8.71527
17	5	and	4.64897
17	6	entirely	10.5635
17	7	were	4.62873
17	8	carrying	9.43909
17	9	a	1.95177
17	10	rare	7.35518
17	11	bacteria	10.4826
18	1	The	1.81058
18	2	mice	13.1903
18	3	that	5.41442
18	4	were	3.57487
18	5	consumed	8.24877
18	6	rapidly	8.25051
18	7	and	3.58359
18	8	entirely	9.06796
18	9	were	6.54455
18	10	carrying	9.52853
18	11	a	2.04144
18	12	rare	7.2977
18	13	bacteria	10.4913
19	1	The	1.60846
19	2	mice	13.4287
19	3	consumed	10.5819
19	4	rapidly	8.92554
19	5	and	2.21452
19	6	entirely	10.1164
19	7	were	8.4833
19	8	carrying	8.64193
19	9	a	2.08702
19	10	rare	7.43063
19	11	bacteria	10.4732
20	1	The	1.67159
20	2	mice	13.2114
20	3	that	5.89298
20	4	were	3.68454
20	5	consumed	8.1583
20	6	rapidly	8.0001
20	7	and	4.69314
20	8	entirely	9.85529
20	9	were	5.95474
20	10	carrying	10.0624
20	11	a	1.88236
20	12	rare	7.15183
20	13	bacteria	10.481
21	1	The	1.72485
21	2	lawyer	10.3331
21	3	pledged	8.10356
21	4	to	1.2525
21	5	keep	4.43178
21	6	silent	13.0584
21	7	was	17.0228
21	8	discovered	9.39232
21	9	to	4.8739
21	10	have	7.15971
21	11	broken	6.79845
21	12	his	6.03261
21	13	promise	7.91462
22	1	The	1.67574
22	2	lawyer	10.3739
22	3	that	14.1353
22	4	was	4.82909
22	5	pledged	9.34236
22	6	to	1.14433
22	7	keep	4.63547
22	8	silent	11.3319
22	9	was	15.26
22	10	discovered	11.0888
22	11	to	5.24682
22	12	have	4.32089
22	13	broken	7.64479
22	14	his	6.39132
22	15	promise	7.80232
23	1	The	1.83522
23	2	lawyer	10.37
23	3	committed	11.8096
23	4	to	8.99687
23	5	keep	9.20507
23	6	silent	12.8633
23	7	was	17.5801
23	8	discovered	9.34733
23	9	to	3.91314
23	10	have	4.76054
23	11	broken	7.8723
23	12	his	5.27253
23	13	promise	7.59726
24	1	The	1.77281
24	2	lawyer	10.3734
24	3	who	12.6608
24	4	was	4.25718
24	5	committed	7.66259
24	6	to	0.260034
24	7	keep	14.169
24	8	silent	14.1502
24	9	was	13.0784
24	10	discovered	7.54812
24	11	to	3.94743
24	12	have	4.88946
24	13	broken	7.84012
24	14	his	4.75781
24	15	promise	7.67805
25	1	The	1.83983
25	2	child	10.2851
25	3	kicked	11.2986
25	4	in	2.58709
25	5	the	2.48148
25	6	chaos	10.0026
25	7	found	16.3938
25	8	her	8.50113
25	9	way	7.7649
25	10	back	7.23121
25	11	home	7.92738
26	1	The	1.80105
26	2	child	10.0417
26	3	who	14.924
26	4	was	4.34427
26	5	kicked	9.82853
26	6	in	2.45369
26	7	the	2.97537
26	8	chaos	11.32
26	9	found	10.9818
26	10	her	6.11872
26	11	way	7.05769
26	12	back	7.39322
26	13	home	6.97969
27	1	The	1.83134
27	2	child	10.0306
27	3	forgotten	12.9293
27	4	in	2.62814
27	5	the	1.9808
27	6	chaos	12.0468
27	7	found	9.15432
27	8	her	6.21474
27	9	way	7.71756
27	10	back	7.75567
27	11	home	6.89844
28	1	The	1.97605
28	2	child	10.9168
28	3	who	14.135
28	4	was	4.15916
28	5	forgotten	8.75936
28	6	in	2.23356
28	7	the	1.92196
28	8	chaos	11.4401
28	9	found	9.26002
28	10	her	8.25602
28	11	way	8.03892
28	12	back	8.89434
28	13	home	7.97272
29	1	The	1.74409
29	2	horses	13.4699
29	3	UNK-LC-ed	6.32521
29	4	past	7.72119
29	5	the	3.79386
29	6	barn	9.33194
29	7	fell	14.4756
29	8	into	4.48273
29	9	a	2.09716
29	10	swamp	14.4512
30	1	The	1.65716
30	2	horses	13.3468
30	3	that	12.1188
30	4	were	6.25343
30	5	UNK-LC-ed	4.0011
30	6	past	7.5915
30	7	the	3.62587
30	8	barn	9.50508
30	9	fell	15.1667
30	10	into	4.81997
30	11	a	2.02824
30	12	swamp	14.3905
31	1	The	1.83228
31	2	horses	13.5135
31	3	taken	10.8047
31	4	past	8.78298
31	5	the	3.79264
31	6	barn	9.54266
31	7	fell	9.83691
31	8	into	3.81986
31	9	a	1.68155
31	10	swamp	13.8305
32	1	The	2.02652
32	2	horses	13.4526
32	3	that	5.1427
32	4	were	2.79265
32	5	taken	5.06531
32	6	past	7.73815
32	7	the	4.34909
32	8	barn	9.38501
32	9	fell	7.3846
32	10	into	3.71882
32	11	a	1.64691
32	12	swamp	13.8102
33	1	The	1.75295
33	2	artist	9.84912
33	3	painted	10.0374
33	4	a	1.63177
33	5	impressionist	15.6155
33	6	portrait	12.2065
33	7	was	15.2342
33	8	impressed	12.2372
33	9	with	1.76617
33	10	the	1.6593
33	11	work	7.69864
34	1	The	1.76223
34	2	artist	9.62526
34	3	who	3.56239
34	4	was	4.14468
34	5	painted	7.76987
34	6	a	5.43892
34	7	impressionist	16.945
34	8	portrait	12.0338
34	9	was	4.06949
34	10	impressed	7.42497
34	11	with	2.13573
34	12	the	1.81915
34	13	work	7.35292
35	1	The	2.03284
35	2	artist	9.72711
35	3	drawn	11.2953
35	4	a	2.56989
35	5	impressionist	16.2912
35	6	portrait	11.7206
35	7	was	14.5919
35	8	impressed	12.0772
35	9	with	3.27555
35	10	the	1.7792
35	11	work	7.69495
36	1	The	1.98372
36	2	artist	10.0064
36	3	who	4.25512
36	4	was	4.14139
36	5	drawn	7.97036
36	6	a	7.2778
36	7	impressionist	14.1472
36	8	portrait	11.0102
36	9	was	4.51854
36	10	impressed	7.43838
36	11	with	2.25858
36	12	the	1.78193
36	13	work	7.46082
37	1	The	1.84261
37	2	car	9.02581
37	3	steered	12.021
37	4	into	4.09654
37	5	the	1.53762
37	6	parking	7.52431
37	7	lot	3.83209
37	8	crashed	17.2633
37	9	into	6.58865
37	10	a	2.09341
37	11	concrete	7.46664
37	12	wall	5.29136
38	1	The	1.7843
38	2	car	9.06243
38	3	that	14.3156
38	4	was	4.40601
38	5	steered	9.88616
38	6	into	2.4223
38	7	the	1.62969
38	8	parking	7.67232
38	9	lot	3.82538
38	10	crashed	15.6873
38	11	into	6.30831
38	12	a	2.07225
38	13	concrete	7.23444
38	14	wall	5.12864
39	1	The	1.77797
39	2	car	9.11233
39	3	driven	12.008
39	4	into	6.25493
39	5	the	1.6455
39	6	parking	7.60456
39	7	lot	3.66613
39	8	crashed	12.9429
39	9	into	7.71396
39	10	a	1.59436
39	11	concrete	8.31664
39	12	wall	5.96467
40	1	The	1.76159
40	2	car	9.07393
40	3	that	15.0411
40	4	was	3.79198
40	5	driven	7.73123
40	6	into	3.38759
40	7	the	1.66896
40	8	parking	7.91157
40	9	lot	3.46498
40	10	crashed	16.617
40	11	into	6.70941
40	12	a	2.0329
40	13	concrete	7.93995
40	14	wall	5.97538
41	1	The	1.73301
41	2	campaign	7.52077
41	3	intended	9.66589
41	4	to	0.154147
41	5	be	3.02259
41	6	very	8.28339
41	7	popular	8.24219
41	8	was	14.337
41	9	still	7.60248
41	10	unsuccessful	9.28385
42	1	The	1.80839
42	2	campaign	7.4428
42	3	that	11.9207
42	4	was	10.983
42	5	intended	8.96244
42	6	to	0.205484
42	7	be	2.90885
42	8	very	8.56111
42	9	popular	8.37432
42	10	was	14.8658
42	11	still	7.55321
42	12	unsuccessful	8.48603
43	1	The	1.75288
43	2	campaign	7.50487
43	3	known	11.2372
43	4	to	3.86163
43	5	be	2.78682
43	6	very	7.96299
43	7	popular	7.18146
43	8	was	13.0472
43	9	still	8.69131
43	10	unsuccessful	14.7375
44	1	The	1.75984
44	2	campaign	7.46584
44	3	that	4.3273
44	4	was	3.10473
44	5	known	6.83776
44	6	to	2.42634
44	7	be	2.24305
44	8	very	8.15919
44	9	popular	7.29417
44	10	was	3.68612
44	11	still	5.4924
44	12	unsuccessful	9.30396
45	1	The	1.77124
45	2	student	9.98233
45	3	composed	12.2745
45	4	a	5.662
45	5	carefully	13.9871
45	6	worded	15.7885
45	7	excuse	13.8875
45	8	forgot	13.6757
45	9	to	2.96505
45	10	give	5.23024
45	11	it	2.31014
45	12	to	2.70486
45	13	the	1.92217
45	14	teacher	11.5433
46	1	The	1.66531
46	2	student	10.061
46	3	who	12.7121
46	4	was	3.7593
46	5	composed	7.69797
46	6	a	7.68326
46	7	carefully	11.1521
46	8	worded	12.7205
46	9	excuse	11.5172
46	10	forgot	12.9656
46	11	to	2.96066
46	12	give	5.99582
46	13	it	2.60002
46	14	to	3.20108
46	15	the	1.39501
46	16	teacher	11.4572
47	1	The	1.81397
47	2	student	10.0016
47	3	written	9.14588
47	4	a	4.44662
47	5	carefully	13.8113
47	6	worded	13.1677
47	7	excuse	13.3698
47	8	forgot	12.578
47	9	to	4.66798
47	10	give	5.5038
47	11	it	2.33143
47	12	to	3.06078
47	13	the	1.40327
47	14	teacher	11.4634
48	1	The	1.69726
48	2	student	9.98821
48	3	who	12.0234
48	4	was	3.5752
48	5	written	6.33669
48	6	a	4.09223
48	7	carefully	10.3203
48	8	worded	10.1108
48	9	excuse	10.2858
48	10	forgot	16.8694
48	11	to	3.48176
48	12	give	13.1409
48	13	it	3.52754
48	14	to	2.94933
48	15	the	1.57323
48	16	teacher	11.3623
49	1	The	1.7301
49	2	television	8.91125
49	3	show	4.98924
49	4	started	6.4988
49	5	three	5.87694
49	6	weeks	2.45238
49	7	ago	0.0854451
49	8	was	14.8142
49	9	canceled	7.6027
49	10	immediately	12.5456
50	1	The	1.84648
50	2	television	8.96522
50	3	show	5.00352
50	4	that	4.37742
50	5	was	3.19205
50	6	started	7.84264
50	7	three	9.92641
50	8	weeks	2.8853
50	9	ago	6.92053
50	10	was	11.3263
50	11	canceled	5.88356
50	12	immediately	13.4587
51	1	The	1.93879
51	2	television	8.86474
51	3	show	5.03798
51	4	begun	10.6627
51	5	three	9.63904
51	6	weeks	3.93743
51	7	ago	11.3162
51	8	was	11.9503
51	9	canceled	9.39569
51	10	immediately	13.7428
52	1	The	1.82514
52	2	television	9.05869
52	3	show	4.97562
52	4	that	13.714
52	5	was	6.17052
52	6	begun	9.44807
52	7	three	9.57556
52	8	weeks	3.14855
52	9	ago	7.66274
52	10	was	13.5492
52	11	canceled	7.8697
52	12	immediately	13.1244
53	1	The	1.77626
53	2	boys	9.93849
53	3	performed	10.5434
53	4	an	6.24564
53	5	unsolicited	8.16273
53	6	favor	13.8954
53	7	appreciated	13.4586
53	8	the	7.5921
53	9	person	8.96556
53	10	who	10.6961
53	11	helped	12.907
53	12	them	5.57317
54	1	The	1.66983
54	2	boys	9.80664
54	3	who	3.58927
54	4	were	3.22279
54	5	performed	9.07023
54	6	an	9.2072
54	7	unsolicited	9.31349
54	8	favor	14.9384
54	9	appreciated	14.3954
54	10	the	10.0512
54	11	person	11.6112
54	12	who	4.27147
54	13	helped	5.37374
54	14	them	4.6607
55	1	The	1.73314
55	2	boys	9.84013
55	3	done	10.48
55	4	an	4.47125
55	5	unsolicited	8.03223
55	6	favor	12.7503
55	7	appreciated	12.4158
55	8	the	6.17502
55	9	person	8.86625
55	10	who	2.94741
55	11	helped	5.94975
55	12	them	5.26921
56	1	The	1.7995
56	2	boys	9.89
56	3	who	2.89754
56	4	were	3.24059
56	5	done	6.83486
56	6	an	6.43588
56	7	unsolicited	8.70085
56	8	favor	12.3926
56	9	appreciated	12.021
56	10	the	2.89232
56	11	person	8.49998
56	12	who	3.32168
56	13	helped	5.93121
56	14	them	5.22606
57	1	The	1.82976
57	2	player	11.9248
57	3	tossed	10.9132
57	4	the	1.86831
57	5	baseball	7.32536
57	6	dropped	18.8798
57	7	it	11.0726
57	8	on	3.16102
57	9	the	1.3663
57	10	ground	6.07081
58	1	The	1.83472
58	2	player	11.8885
58	3	who	6.51532
58	4	was	3.44807
58	5	tossed	7.84264
58	6	the	9.31148
58	7	baseball	9.73834
58	8	dropped	9.42028
58	9	it	5.24272
58	10	on	4.22671
58	11	the	1.51509
58	12	ground	5.91216
59	1	The	1.69354
59	2	player	12.1445
59	3	thrown	10.835
59	4	the	2.67657
59	5	baseball	7.08107
59	6	dropped	18.911
59	7	it	11.5903
59	8	on	3.10373
59	9	the	1.30046
59	10	ground	6.21057
60	1	The	1.71373
60	2	player	11.9447
60	3	who	12.7231
60	4	was	4.54223
60	5	thrown	6.83667
60	6	the	5.41237
60	7	baseball	7.02716
60	8	dropped	17.4547
60	9	it	10.4927
60	10	on	3.81567
60	11	the	1.3529
60	12	ground	6.14464
61	1	The	1.66489
61	2	child	9.84248
61	3	jumped	10.576
61	4	past	10.5527
61	5	the	4.73174
61	6	swings	12.9054
61	7	was	7.70069
61	8	upset	8.53671
61	9	about	2.02119
61	10	it	4.80588
62	1	The	1.73822
62	2	child	9.9483
62	3	who	14.623
62	4	was	4.5361
62	5	jumped	11.1594
62	6	past	9.46131
62	7	the	4.64779
62	8	swings	13.2911
62	9	was	4.47832
62	10	upset	8.78813
62	11	about	1.95534
62	12	it	6.07655
63	1	The	1.77878
63	2	child	9.94057
63	3	led	8.84992
63	4	past	9.09194
63	5	the	3.96601
63	6	swings	12.6
63	7	was	9.72755
63	8	upset	8.38145
63	9	about	2.03649
63	10	it	4.70571
64	1	The	1.65259
64	2	child	10.1422
64	3	who	14.4471
64	4	was	4.01979
64	5	led	8.00101
64	6	past	9.25958
64	7	the	7.28337
64	8	swings	14.0674
64	9	was	12.4288
64	10	upset	9.94694
64	11	about	2.12675
64	12	it	5.14355
65	1	The	1.69347
65	2	students	12.3762
65	3	prepared	11.0537
65	4	a	3.14976
65	5	fancy	8.02661
65	6	dinner	9.99699
65	7	ate	15.1463
65	8	the	4.66333
65	9	meal	11.3674
65	10	quickly	11.0827
66	1	The	1.80087
66	2	students	12.2745
66	3	who	2.36145
66	4	were	3.46373
66	5	prepared	7.01771
66	6	a	6.84508
66	7	fancy	8.34319
66	8	dinner	10.136
66	9	ate	11.3797
66	10	the	2.43999
66	11	meal	11.7628
66	12	quickly	7.13047
67	1	The	1.77087
67	2	students	12.3243
67	3	gotten	10.6665
67	4	a	3.59918
67	5	fancy	8.33338
67	6	dinner	10.2747
67	7	ate	11.6264
67	8	the	2.65362
67	9	meal	11.7317
67	10	quickly	7.90791
68	1	The	1.84079
68	2	students	12.3041
68	3	who	2.70031
68	4	were	3.4781
68	5	gotten	9.66596
68	6	a	4.0005
68	7	fancy	8.22034
68	8	dinner	10.3068
68	9	ate	12.8848
68	10	the	2.71077
68	11	meal	11.7221
68	12	quickly	7.42709
69	1	The	1.77347
69	2	infant	11.111
69	3	fed	12.4885
69	4	during	12.7505
69	5	the	4.35236
69	6	night	8.79991
69	7	yelled	16.3821
69	8	intensely	13.6192
70	1	The	1.71355
70	2	infant	11.1132
70	3	that	9.04954
70	4	was	3.09117
70	5	fed	9.56286
70	6	during	8.22486
70	7	the	1.02213
70	8	night	7.27732
70	9	yelled	17.6384
70	10	intensely	11.4299
71	1	The	1.79105
71	2	infant	11.0374
71	3	aroused	11.8569
71	4	during	16.0135
71	5	the	8.02598
71	6	night	4.8829
71	7	yelled	16.3748
71	8	intensely	11.1827
72	1	The	1.96421
72	2	infant	11.0781
72	3	that	11.2449
72	4	was	3.61036
72	5	aroused	12.0744
72	6	during	6.06518
72	7	the	0.83182
72	8	night	7.16573
72	9	yelled	12.6732
72	10	intensely	11.7575
73	1	The	1.80782
73	2	refugee	11.2008
73	3	sheltered	16.1584
73	4	in	5.41969
73	5	the	1.5788
73	6	basement	9.72899
73	7	departed	10.2298
73	8	during	5.63776
73	9	the	1.00991
73	10	night	6.3217
74	1	The	1.707
74	2	refugee	11.1177
74	3	who	4.55447
74	4	was	3.10244
74	5	sheltered	13.3727
74	6	in	1.65665
74	7	the	1.96867
74	8	basement	10.0862
74	9	departed	11.3309
74	10	during	5.55259
74	11	the	1.09464
74	12	night	6.76125
75	1	The	1.76672
75	2	refugee	11.2012
75	3	hidden	11.1495
75	4	in	13.5001
75	5	the	4.3805
75	6	basement	10.3094
75	7	departed	10.4092
75	8	during	6.34045
75	9	the	0.95811
75	10	night	6.61365
76	1	The	1.81509
76	2	refugee	11.1412
76	3	who	14.3243
76	4	was	3.54502
76	5	hidden	9.00688
76	6	in	2.16724
76	7	the	1.76017
76	8	basement	10.1967
76	9	departed	16.5701
76	10	during	5.82633
76	11	the	1.02771
76	12	night	6.86193
77	1	The	1.79999
77	2	dog	11.593
77	3	walked	9.02
77	4	on	1.80531
77	5	the	1.62087
77	6	beach	8.07077
77	7	UNK-LC-ed	7.57048
77	8	after	4.92128
77	9	a	2.23484
77	10	bird	11.3794
78	1	The	1.72698
78	2	dog	11.6137
78	3	that	10.2731
78	4	was	5.44562
78	5	walked	10.1885
78	6	on	2.74107
78	7	the	1.22535
78	8	beach	7.89906
78	9	UNK-LC-ed	8.07827
78	10	after	4.76632
78	11	a	2.64342
78	12	bird	11.3043
79	1	The	1.97427
79	2	dog	11.5687
79	3	seen	11.0975
79	4	on	6.6355
79	5	the	0.872131
79	6	beach	8.32916
79	7	UNK-LC-ed	8.0243
79	8	after	5.06244
79	9	a	2.01705
79	10	bird	11.5668
80	1	The	1.947
80	2	dog	11.6395
80	3	that	14.6473
80	4	was	4.03732
80	5	seen	6.19352
80	6	on	4.40196
80	7	the	1.09874
80	8	beach	9.13543
80	9	UNK-LC-ed	7.66711
80	10	after	4.6162
80	11	a	2.35457
80	12	bird	11.498
81	1	The	1.89752
81	2	ship	8.85994
81	3	steered	10.1891
81	4	off	4.40325
81	5	course	9.67568
81	6	sank	14.77
81	7	in	3.22042
81	8	the	1.40341
81	9	storm	8.1734
82	1	The	1.64648
82	2	ship	8.93587
82	3	that	4.28734
82	4	was	3.31186
82	5	steered	10.6448
82	6	off	4.36284
82	7	course	9.49293
82	8	sank	10.8853
82	9	in	4.04245
82	10	the	1.91882
82	11	storm	8.42582
83	1	The	1.74492
83	2	ship	8.90829
83	3	blown	11.6432
83	4	off	3.30774
83	5	course	10.0488
83	6	sank	16.5826
83	7	in	3.69087
83	8	the	1.72536
83	9	storm	8.43476
84	1	The	1.83872
84	2	ship	8.9432
84	3	that	15.0194
84	4	was	5.14291
84	5	blown	9.87983
84	6	off	2.63825
84	7	course	13.0071
84	8	sank	16.3597
84	9	in	3.85274
84	10	the	1.58932
84	11	storm	8.54135
85	1	The	1.85688
85	2	fans	11.5241
85	3	cheered	11.4972
85	4	at	7.3176
85	5	the	1.85166
85	6	concert	10.1984
85	7	took	6.68004
85	8	photos	9.38975
85	9	with	4.9816
85	10	their	5.31593
85	11	phones	8.05566
86	1	The	1.83131
86	2	fans	11.4803
86	3	that	4.7649
86	4	were	3.16944
86	5	cheered	8.95248
86	6	at	4.64695
86	7	the	1.67142
86	8	concert	9.98241
86	9	took	7.05609
86	10	photos	9.07781
86	11	with	5.16021
86	12	their	5.15783
86	13	phones	7.93955
87	1	The	1.80498
87	2	fans	11.5701
87	3	UNK-LC-ed	5.52831
87	4	at	4.05762
87	5	the	1.40965
87	6	concert	10.3264
87	7	took	7.79251
87	8	photos	9.3341
87	9	with	4.9896
87	10	their	5.23325
87	11	phones	7.91677
88	1	The	1.90787
88	2	fans	11.5157
88	3	that	10.2939
88	4	were	6.76109
88	5	UNK-LC-ed	4.20242
88	6	at	3.34537
88	7	the	1.30244
88	8	concert	10.6596
88	9	took	13.084
88	10	photos	9.46333
88	11	with	6.02393
88	12	their	5.21418
88	13	phones	7.85693
89	1	The	1.80804
89	2	boat	11.313
89	3	steered	10.068
89	4	to	2.95148
89	5	the	1.3978
89	6	sea	9.17192
89	7	disappeared	13.357
89	8	in	1.48679
89	9	the	1.19954
89	10	storm	8.74126
90	1	The	1.63837
90	2	boat	11.273
90	3	that	3.80968
90	4	was	3.6025
90	5	steered	10.6711
90	6	in	3.99071
90	7	the	2.11734
90	8	sea	8.09398
90	9	disappeared	11.5849
90	10	in	2.34796
90	11	the	1.51633
90	12	storm	8.20766
91	1	The	1.7088
91	2	boat	11.1486
91	3	sunk	16.1834
91	4	in	2.7992
91	5	the	1.35684
91	6	sea	8.77463
91	7	disappeared	10.9913
91	8	in	2.60402
91	9	the	1.55539
91	10	storm	8.08889
92	1	The	1.82785
92	2	boat	11.2931
92	3	that	4.5041
92	4	was	3.58406
92	5	sunk	11.793
92	6	in	3.24475
92	7	the	1.53919
92	8	sea	8.85765
92	9	disappeared	11.7465
92	10	in	2.36623
92	11	the	1.41709
92	12	storm	8.4603
93	1	The	1.72362
93	2	couple	9.16223
93	3	bought	10.8892
93	4	the	2.49531
93	5	apartment	11.7372
93	6	moved	13.9923
93	7	to	1.06905
93	8	a	2.42286
93	9	different	8.5104
93	10	city	5.55118
94	1	The	1.77208
94	2	couple	9.58188
94	3	that	4.55298
94	4	was	3.69245
94	5	bought	7.51255
94	6	the	6.89158
94	7	apartment	11.2746
94	8	moved	9.9494
94	9	to	1.26578
94	10	a	2.16667
94	11	different	7.5335
94	12	city	6.57273
95	1	The	1.85087
95	2	couple	9.66303
95	3	shown	11.0428
95	4	the	3.45196
95	5	apartment	10.8759
95	6	moved	9.2425
95	7	to	1.49136
95	8	a	2.01867
95	9	different	6.90274
95	10	city	6.53812
96	1	The	1.79354
96	2	couple	9.4423
96	3	that	13.6846
96	4	was	5.14526
96	5	shown	7.52896
96	6	the	4.93578
96	7	apartment	10.0932
96	8	moved	9.59925
96	9	to	1.29904
96	10	a	1.99963
96	11	different	6.96714
96	12	city	6.59339
97	1	The	1.87519
97	2	girl	11.245
97	3	made	6.24958
97	4	a	2.15623
97	5	new	4.07925
97	6	blanket	12.1669
97	7	lost	11.6853
97	8	it	9.44107
97	9	during	5.77464
97	10	the	1.0254
97	11	trip	8.43639
98	1	The	1.89558
98	2	girl	11.3555
98	3	who	2.89821
98	4	was	3.963
98	5	made	6.81688
98	6	a	4.5189
98	7	new	3.32523
98	8	blanket	12.2749
98	9	lost	12.9747
98	10	it	8.80361
98	11	during	6.27198
98	12	the	0.943607
98	13	trip	8.52007
99	1	The	1.86929
99	2	girl	11.4021
99	3	given	10.3524
99	4	a	3.07212
99	5	new	3.82859
99	6	blanket	12.1855
99	7	lost	10.9895
99	8	it	4.49713
99	9	during	5.81143
99	10	the	1.14441
99	11	trip	8.52181
100	1	The	1.81988
100	2	girl	11.2876
100	3	who	3.18159
100	4	was	4.08993
100	5	given	6.3396
100	6	a	2.39864
100	7	new	3.50183
100	8	blanket	11.989
100	9	lost	10.8686
100	10	it	4.02653
100	11	during	6.03837
100	12	the	1.21557
100	13	trip	8.20723
101	1	The	1.7748
101	2	airplane	20.2555
101	3	landed	17.2446
101	4	in	3.8402
101	5	the	2.4908
101	6	mountains	13.2348
101	7	broke	6.42132
101	8	down	3.05494
